FID,fid_1,full_id,osm_id,highway,name,tiger_name,tiger_na_2,tiger_zip_,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,NEAR_Angle,LocationNa,TotalPosts,sky,wall,building,fence,tree,plant,grass,road,sidewalk,streetlight,signboard,person,bicycle,car,truck,motorcycle,Very Positive,Positive,Neutral,Negative,Very Negative
235,58,w518467749,518467749,residential,South 9th Street,9th,St,65201,19,42.78886565,-92.32711,38.94767,80.69855012,Insomnia Cookies,12,0.271134483,0.000548681,0.246575714,0.009309625,0.545656934,0.138662803,0.07021198,0.471613026,0.24228454,0.017712909,0.01357729,0.444444444,0.090909091,0.221698113,0.972222222,0,0.666666667,0,0,0.416666667,0.25
236,59,w518467750,518467750,residential,Elm Street,Elm,St,65201,103,45.45241639,-92.32843,38.94887,33.5799408,Las Margaritas Downtown,83,0.301559754,0.330647327,0.186750855,0,0.561490784,0.286256241,0.05102751,0.368280169,0.508346328,0.354910018,0.06895127,0.166666667,0.181818182,0.056603774,0,0,0.56626506,0.204819277,0.325301205,0.180722892,0.234939759
237,59,w518467750,518467750,residential,Elm Street,Elm,St,65201,103,83.61942547,-92.32843,38.94887,63.97931317,Las Margaritas Downtown,83,0.042553177,0.000490311,0.074684329,0,0.941869594,0.068741162,0.26051759,0.308827432,0.570364333,0,0.02712099,0.148148148,0.090909091,0.066037736,0,0,0.56626506,0.204819277,0.325301205,0.180722892,0.234939759
238,59,w518467750,518467750,residential,Elm Street,Elm,St,65201,56,70.90709935,-92.33068943,38.94859589,-85.82172221,The State Historical Society of Missouri,288,0.360436976,0,0.055953198,0,0.636023995,0.22123918,0.114896251,0.326336651,0.140785267,0.13507156,0.052196316,0,0,0.136792453,0,0,0.659722222,0.553385417,0.083333333,0.043402778,0.052083333
239,59,w518467750,518467750,residential,Elm Street,Elm,St,65201,56,21.18643209,-92.33068943,38.94859589,-77.76639277,The State Historical Society of Missouri,288,0.501768152,0,0.037446157,0,0.532613963,0.102244401,0.329741848,0.260873931,0.345176204,0.01992348,0.001377212,0.222222222,0,0.122641509,0,0,0.659722222,0.553385417,0.083333333,0.043402778,0.052083333
240,60,w518467751,518467751,residential,South 7th Street,7th,St,65201,21,77.59695874,-92.32895,38.95084,62.31968705,Tiger Hotel,1356,0.572401435,0,0.486783939,0,0,0,0.000334033,0.794736195,0.216355501,0.101827972,0.000812891,0,0,0.136792453,0,0,0.660766962,0.261707227,0.152654867,0.123525074,0.173672566
241,60,w518467751,518467751,residential,South 7th Street,7th,St,65201,21,110.8009422,-92.32895,38.95084,39.0456154,Tiger Hotel,1356,0.335607244,0.004914779,0.487810063,0.034017102,0.146228177,0.112261077,0.019161637,0.562547509,0.285917511,0.159954655,0.001115205,0.305555556,0,0.497641509,0.222222222,0,0.660766962,0.261707227,0.152654867,0.123525074,0.173672566
242,60,w518467751,518467751,residential,South 7th Street,7th,St,65201,56,138.3786553,-92.33068943,38.94859589,-144.7980652,The State Historical Society of Missouri,288,0.389317133,0.000306444,0.51939167,0.021334902,0.166492259,0.032444536,0.005351288,0.65018538,0.300520637,0.129545132,0.060923135,0.259259259,0,0.363207547,0.166666667,0,0.659722222,0.553385417,0.083333333,0.043402778,0.052083333
243,61,w518467752,518467752,residential,Cherry Street,Cherry,St,65201,21,77.59695874,-92.32895,38.95084,62.31968705,Tiger Hotel,1356,0.652832583,0.001231613,0.438610417,0,0.003285788,0,0.000399994,0.775509838,0.200719402,0.07660479,0.000735632,0.111111111,0,0.391509434,0.111111111,0,0.660766962,0.261707227,0.152654867,0.123525074,0.173672566
244,61,w518467752,518467752,residential,Cherry Street,Cherry,St,65201,21,41.73063465,-92.32895,38.95084,26.64448386,Tiger Hotel,1356,0.266411851,0.172703129,0.357316102,0.017319147,0.453391902,0,0,0.381952097,0.286148633,0.039648576,0.057574159,0.888888889,0,0.617924528,0.222222222,0,0.660766962,0.261707227,0.152654867,0.123525074,0.173672566
245,61,w518467752,518467752,residential,Cherry Street,Cherry,St,65201,21,49.38438629,-92.32895,38.95084,-39.32189302,Tiger Hotel,1356,0.603841202,0,0.405895472,0.05370832,0.066993049,0,0,0.757475901,0.212792452,0.106022389,0.046422105,0.388888889,0,0.349056604,0.388888889,0,0.660766962,0.261707227,0.152654867,0.123525074,0.173672566
246,61,w518467752,518467752,residential,Cherry Street,Cherry,St,65201,57,19.34802224,-92.32780205,38.95054676,70.23544073,The Understudy,289,0.246664224,0,0.79504488,0,0.038049805,0.034706086,0,0.496401792,0.154044113,0.47790846,0.001179027,0.388888889,0.090909091,0.200471698,0,0,0.602076125,0.088235294,0.21799308,0.112456747,0.358131488
247,61,w518467752,518467752,residential,Cherry Street,Cherry,St,65201,54,16.81015,-92.32732,38.9506,36.45919113,Hudson Hawk Barber & Shop,272,0.31143666,0,0.662327037,0,0.091398259,0,0,0.638973442,0.129280117,0.263029616,0.064346009,0.481481481,0.090909091,0.349056604,0.111111111,0,0.551470588,0.296875,0.165441176,0.147058824,0.292279412
248,61,w518467752,518467752,residential,Cherry Street,Cherry,St,65201,54,42.70244579,-92.32732,38.9506,-69.53993296,Hudson Hawk Barber & Shop,272,0.208665972,0.074124445,0.325124343,0.001525492,0.446714158,0.050966875,0.161168658,0.391209478,0.075832487,0.15930282,1,0.194444444,0,0.172169811,0.166666667,0.333333333,0.551470588,0.296875,0.165441176,0.147058824,0.292279412
249,61,w518467752,518467752,residential,Cherry Street,Cherry,St,65201,68,88.62107694,-92.32725,38.95071,-71.29767324,International Cafe,41,0.252418536,0.011732431,0.403012663,0,0.433363024,0.017920915,0.017032284,0.641911596,0.193509344,0.254414057,0.06313675,0.296296296,0,0.490566038,0.111111111,0.333333333,0.536585366,0.207317073,0.073170732,0.243902439,0.365853658
250,61,w518467752,518467752,residential,Cherry Street,Cherry,St,65201,96,137.0677736,-92.32723,38.95077,-74.70670482,Lakota Coffee Company,764,0.529884687,0.013235466,0.312520045,0.00241605,0.378734011,0.013372964,0.003203331,0.517574061,0.131778119,0.200056681,0.047732136,0.555555556,0,0.79245283,0.222222222,0,0.566753927,0.278141361,0.188481675,0.160340314,0.263089005
251,62,w518467753,518467753,residential,South 6th Street,6th,St,65201,2,126.1584043,-92.3297,38.94535,121.732001,University of Missouri College of Education,105,0.378030516,0.175145926,0.158400388,0,0.504210273,0.055606779,0.114113177,0.626426099,0.205476738,0.046507014,0.011729811,0.388888889,0,0.278301887,0.166666667,0,0.666666667,0.263095238,0.114285714,0,0.257142857
252,62,w518467753,518467753,residential,South 6th Street,6th,St,65201,65,104.038308,-92.3319541,38.9449915,-122.6565168,Conley Avenue Garage,3,0.140592298,0.057024866,0.164911903,0.000376563,0.700649753,0.106135012,0.16533857,0.423218603,0.291865361,0.003315857,0.023946685,0.148148148,0.090909091,0.16509434,0.222222222,0,0,0,1,0,1
253,62,w518467753,518467753,residential,South 6th Street,6th,St,65201,65,86.45689133,-92.3319541,38.9449915,-94.07231386,Conley Avenue Garage,3,0.262148354,0.034339248,0.150023905,0,0.637780408,0.032613531,0.509106408,0.358985545,0.210360484,0.063879836,0.019667252,0.166666667,0.090909091,0.33490566,0.444444444,0,0,0,1,0,1
254,62,w518467753,518467753,residential,South 6th Street,6th,St,65201,18,51.20427068,-92.331402,38.944276,-134.01179,Sanford F. Conley House,12,0.439602752,0.006852673,0.034145076,0,0.614009489,0.046329456,0.142790095,0.72353483,0.196626187,0.057899957,0.040688203,0.222222222,0,0.518867925,0.333333333,0,0.416666667,0.708333333,0,0,0.375
255,63,w518949083,518949083,residential,South 9th Street,9th,St,65201,32,18.28481601,-92.32777,38.95094,-107.1981033,Sparky's Homemade Ice Cream,1573,0.162124916,0,0.646107379,0,0.278305415,0,0,0.357239811,0.21390844,0.335099901,0.008044931,0.111111111,0.090909091,0.653301887,0.333333333,0,0.600127146,0.248569612,0.17927527,0.181182454,0.226001271
256,63,w518949083,518949083,residential,South 9th Street,9th,St,65201,57,19.36056157,-92.32780205,38.95054676,-87.19358239,The Understudy,289,0.306593746,0.046057086,0.570743875,0.000524989,0.178793683,0.001383024,0,0.580966505,0.250531344,0.237267961,0.059438434,0.555555556,0,0.242924528,0.185185185,0,0.602076125,0.088235294,0.21799308,0.112456747,0.358131488
257,63,w518949083,518949083,residential,South 9th Street,9th,St,65201,1,18.10210244,-92.32741,38.95017,59.70980169,Booches,102,0.113188522,0.232993813,0.813591493,0.170288909,0.14915898,0.030535888,0,0.21011196,0.254997184,0.025563271,0.048313252,0.222222222,0.090909091,0.113207547,0.277777778,0,0.617647059,0.25,0.147058824,0.171568627,0.220588235
258,63,w518949083,518949083,residential,South 9th Street,9th,St,65201,95,37.82286595,-92.32725,38.94984,53.48583888,Silverball,713,0.303812128,0.204261032,0.52078775,0.001459525,0.226320821,0.038701075,0.012123272,0.488733195,0.369750587,0.359897974,0.034460519,0.583333333,0.181818182,0.228773585,0.166666667,0,0.608695652,0.163920056,0.239831697,0.143758766,0.265077139
259,64,w536239629,536239629,primary,North Providence Road, , , ,14,64.79771337,-92.33416,38.9522199,-1.448815764,Grill-A-Brothers,11,0.955766993,0.009199159,0.092435811,0.011101735,0.04890951,0.07997808,0.029515805,0.909553657,0.123907714,0.220603656,0.08012012,0.194444444,0,0.172169811,0.222222222,0,0.363636364,0.579545454,0.272727273,0,0.409090909
260,64,w536239629,536239629,primary,North Providence Road, , , ,14,14.90924235,-92.33416,38.9522199,-8.082660573,Grill-A-Brothers,11,0.865837657,0.001482606,0.241864288,0,0.014023536,0.02934174,0.030875614,0.80733541,0.058429485,0.020376931,0.003006352,0.333333333,0.090909091,0.257075472,0.222222222,0.333333333,0.363636364,0.579545454,0.272727273,0,0.409090909
261,64,w536239629,536239629,primary,North Providence Road, , , ,23,2.570639535,-92.33415,38.95252,-138.9715534,Nclusion Plus,144,0.886148893,0,0.152914537,0.020529552,0.027975203,0.033331759,0.025593669,0.812143662,0.200307156,0.041434037,0.136528688,0.111111111,0,0.613207547,0.148148148,0,0.673611111,0.206597222,0.145833333,0,0.270833333
262,64,w536239629,536239629,primary,North Providence Road, , , ,23,51.98071212,-92.33415,38.95252,-178.217056,Nclusion Plus,144,0.922184137,0.00027434,0.060277642,0,0.049607502,0.040210846,0.013768066,0.776119681,0.163989899,0.119455859,0.106834664,0.277777778,0,0.363207547,0.138888889,0,0.673611111,0.206597222,0.145833333,0,0.270833333
263,64,w536239629,536239629,primary,North Providence Road, , , ,8,80.22404236,-92.33335437,38.95382587,57.5893092,Columbia Daily Tribune,113,0.875940695,0.0000117,0.035780432,0.00191305,0.135741423,0.007692996,1,0.251549381,0.09089031,0.142780218,0.011756684,0.361111111,0,0.698113207,0.166666667,0.333333333,0.371681416,0.451327434,0.292035398,0.221238938,0.345132743
264,64,w536239629,536239629,primary,North Providence Road, , , ,8,68.41389037,-92.33335437,38.95382587,95.88786619,Columbia Daily Tribune,113,0.791653636,0.002565375,0.104617235,0.011714681,0.085478941,0,0.083875185,0.574583434,0.276329257,0.016409239,0.318559101,0.185185185,0.181818182,0.320754717,0.148148148,0,0.371681416,0.451327434,0.292035398,0.221238938,0.345132743
265,64,w536239629,536239629,primary,North Providence Road, , , ,8,88.85509995,-92.33335437,38.95382587,129.9329129,Columbia Daily Tribune,113,0.816859336,0,0.131533889,0.000118191,0.083227618,0.112155455,0.410765493,0.395998444,0.289090012,0.03766473,0.027974189,0.333333333,0,0.33490566,0.194444444,0,0.371681416,0.451327434,0.292035398,0.221238938,0.345132743
266,65,w536819195,536819195,secondary,East Broadway, , , ,46,105.2437878,-92.33571,38.95222,54.21292586,"Monarch Title Company, Inc.",20,0.852842343,0.12395809,0.110665384,0.014710692,0.140058409,0.03727953,0.482662858,0.580143183,0.084474556,0.136942043,0.025401155,0.194444444,0,0.455188679,0.259259259,0,0.55,0,0.15,0.125,0.525
267,65,w536819195,536819195,secondary,East Broadway, , , ,46,70.52835879,-92.33571,38.95222,30.08875843,"Monarch Title Company, Inc.",20,0.91176699,0.012059304,0.151004014,0.024663498,0.089664169,0.003388596,0.022914642,0.876523029,0.171818797,0.291937084,0.136044984,0.138888889,0.090909091,0.306603774,0.111111111,0,0.55,0,0.15,0.125,0.525
268,65,w536819195,536819195,secondary,East Broadway, , , ,46,63.16865966,-92.33571,38.95222,-13.41510414,"Monarch Title Company, Inc.",20,0.909780612,0.000548681,0.167435799,0.000560721,0.051571897,0.024084259,0.021104946,0.951800434,0.153195094,0.207453592,0.059320867,0.111111111,0,0.08490566,0.111111111,0,0.55,0,0.15,0.125,0.525
269,66,w536819196,536819196,secondary,East Broadway, , , ,14,64.79771337,-92.33416,38.9522199,-1.448815764,Grill-A-Brothers,11,0.919134461,0.007658184,0.074201176,0.015260419,0.073954455,0.092156897,0.041903766,0.882222437,0.1170533,0.283633272,0.093301042,0.111111111,0,0.511792453,0.111111111,0,0.363636364,0.579545454,0.272727273,0,0.409090909
270,66,w536819196,536819196,secondary,East Broadway, , , ,45,74.50227207,-92.33297391,38.95211792,43.37383266,Blind Boone Home - African American Heritge Trail,1,0.875062289,0.023269321,0.204121337,0.03232944,0.024898486,0.039601967,0.029455764,0.765733059,0.260042243,0.278616976,0.004306305,0.25,0,0.610849057,0.111111111,0,1,0,0,0,0
271,66,w536819196,536819196,secondary,East Broadway, , , ,78,45.63801407,-92.3327481,38.9519901,27.01011358,"Second Missionary Baptist Church - Columbia, MO",48,0.768856334,0.002086738,0.20419496,0.113251992,0.121026429,0.028955288,0.017527837,0.908867334,0.099608791,0.292022106,0.016338431,0.333333333,0,0.419811321,0.111111111,0,0.604166667,0.088541667,0.0625,0.208333333,0.375
272,66,w536819196,536819196,secondary,East Broadway, , , ,97,47.41563076,-92.33266,38.95124,-152.8283321,Shiloh Bar & Grill,808,0.699189434,0.016997432,0.322997091,0.00241605,0.130877259,0.008382644,0.010243387,0.670840912,0.026074316,0.089556469,0.00035606,0,0,0.561320755,0.222222222,0,0.648514852,0.120977723,0.207920792,0.117574257,0.267326733
273,67,w536819197,536819197,secondary,East Broadway, , , ,22,33.56513217,-92.33113145,38.951464,-114.8164056,Living Canvas Tattoo & Body Piercing,1413,0.727834524,0.083574597,0.279934402,0,0.131372713,0.013126928,0,0.776034556,0.203137219,0.218761513,0.019983003,0.111111111,0,0.278301887,0.111111111,0,0.547770701,0.306794055,0.161358811,0.127388535,0.304670913
274,67,w536819197,536819197,secondary,East Broadway, , , ,22,81.4544838,-92.33113145,38.951464,-98.94655855,Living Canvas Tattoo & Body Piercing,1413,0.617593265,0.127203479,0.225277433,0,0.285855377,0.042036239,0.00000677,0.775523804,0.155510086,0.326796089,0.00308361,0.555555556,0,0.087264151,0.111111111,0,0.547770701,0.306794055,0.161358811,0.127388535,0.304670913
275,67,w536819197,536819197,secondary,East Broadway, , , ,21,99.65857237,-92.32895,38.95084,143.957309,Tiger Hotel,1356,0.627011724,0.04762141,0.406642748,0,0.098991233,0.046986796,0.005242199,0.694272328,0.183783361,0.376307213,0.000406445,0.166666667,0.090909091,0.349056604,0,0,0.660766962,0.261707227,0.152654867,0.123525074,0.173672566
276,67,w536819197,536819197,secondary,East Broadway, , , ,21,80.046302,-92.32895,38.95084,173.8111196,Tiger Hotel,1356,0.282995706,0,0.641536756,0,0.111915514,0.000320593,0,0.60525649,0.143773814,0.514014454,0.001061461,0.166666667,0.090909091,0.490566038,0,0,0.660766962,0.261707227,0.152654867,0.123525074,0.173672566
277,67,w536819197,536819197,secondary,East Broadway, , , ,41,60.51782039,-92.32780285,38.95139395,106.3741245,The District,1927,0.368561195,0,0.635423727,0,0.013777442,0.03033707,0,0.607360017,0.088284765,0.633555335,0.008014699,0.111111111,0,0.327830189,0.111111111,0.333333333,0.666320706,0.261351842,0.105864037,0.106382979,0.199273482
278,67,w536819197,536819197,secondary,East Broadway, , , ,41,17.89804292,-92.32780285,38.95139395,153.2463181,The District,1927,0.445179046,0.017887579,0.593929212,0.003081219,0.054071491,0.00025722,0,0.659178075,0.033039101,0.177355817,0.0000806,0.666666667,0,0.193396226,0.111111111,0,0.666320706,0.261351842,0.105864037,0.106382979,0.199273482
279,67,w536819197,536819197,secondary,East Broadway, , , ,79,26.32647444,-92.32701968,38.95148695,99.7981529,"Breeze Bridal Boutique in Columbia, mo",52,0.490054017,0.13343159,0.517367951,0,0.086136099,0.018629203,0.002526809,0.564441548,0.10719619,0.323480232,0.004262638,0.333333333,0,0.221698113,0.111111111,0,0.846153846,0.040865385,0,0.048076923,0.173076923
280,67,w536819197,536819197,secondary,East Broadway, , , ,109,21.08903356,-92.326623,38.951681,29.32445251,Nash Vegas,994,0.505921676,0.056184333,0.451595254,0.033071572,0.044013768,0.005003989,0,0.686115591,0.042472645,0.047470597,0.007164859,0.166666667,0.090909091,0.320754717,0.185185185,0.333333333,0.617706237,0.198817907,0.250503018,0.13832998,0.224849095
281,67,w536819197,536819197,secondary,East Broadway, , , ,109,44.20639493,-92.326623,38.951681,-63.83572244,Nash Vegas,994,0.600616258,0,0.405456954,0,0.082396779,0.003146287,0,0.747280811,0.009787302,0.023494403,0.000302315,0.555555556,0,0.158018868,0,0,0.617706237,0.198817907,0.250503018,0.13832998,0.224849095
282,67,w536819197,536819197,secondary,East Broadway, , , ,47,85.9244952,-92.32603,38.95219,-26.45674779,The Atrium on Tenth,214,0.54857864,0.058428671,0.413241691,0,0.056908104,0.008902055,0,0.733154659,0.049212912,0.058353408,0.000668451,0.222222222,0,0.497641509,0.185185185,0.333333333,0.747663551,0.317757009,0.014018692,0.035046729,0.126168224
283,68,w557516071,557516071,secondary,East Broadway, , , ,46,77.42590871,-92.33571,38.95222,-36.87676062,"Monarch Title Company, Inc.",20,0.946580164,0.022320803,0.150106271,0,0.036471973,0.000849945,0.02493998,0.992292831,0.050977928,0.432988522,0.154096532,0.277777778,0.090909091,0.278301887,0.166666667,0,0.55,0,0.15,0.125,0.525
284,68,w557516071,557516071,secondary,East Broadway, , , ,53,72.83623053,-92.33446866,38.95100307,171.2020505,Walgreens,26,0.948517742,0.006303993,0.12345374,0,0.073396933,0.003101554,0.041262762,0.745580299,0.150065988,0.09046337,0.112827214,0.222222222,0,0.448113208,0.111111111,1,0.384615385,0.163461538,0.115384615,0.288461539,0.576923077
285,69,w560526331,560526331,primary,South Providence Road, , , ,4,148.8019042,-92.3331199,38.9413399,22.62573552,"Delta Gamma at Mizzou, Mu Chapter",1100,0.520433924,0.015456456,0.109687575,0.014688703,0.411484087,0.059896267,0.361910464,0.506928072,0.326831735,0.009295735,0,0.37037037,0,0.462264151,0.148148148,0,0.701818182,0.117840909,0.215454545,0.047727273,0.227727273
286,69,w560526331,560526331,primary,South Providence Road, , , ,4,100.5095818,-92.3331199,38.9413399,28.73091171,"Delta Gamma at Mizzou, Mu Chapter",1100,0.434780457,0.001561406,0.182992849,0.008633461,0.436795271,0.041772806,0.41552567,0.326455028,0.12465485,0.130196968,0.001521651,0.111111111,0,0.356132075,0.777777778,0,0.701818182,0.117840909,0.215454545,0.047727273,0.227727273
287,69,w560526331,560526331,primary,South Providence Road, , , ,4,55.4030651,-92.3331199,38.9413399,45.38543966,"Delta Gamma at Mizzou, Mu Chapter",1100,0.363304509,0.040301774,0.226289292,0,0.431495543,0.168737683,0.410779023,0.452044837,0.150125419,0.399886637,0.017661898,0.222222222,0,0.094339623,0.111111111,0,0.701818182,0.117840909,0.215454545,0.047727273,0.227727273
288,69,w560526331,560526331,primary,South Providence Road, , , ,4,32.32214757,-92.3331199,38.9413399,108.6283146,"Delta Gamma at Mizzou, Mu Chapter",1100,0.335078001,0,0.336371672,0.008309122,0.316011124,0.264851048,0.310614037,0.392048096,0.189820829,0.390364177,0.010718736,0.166666667,0.090909091,0.113207547,0,0,0.701818182,0.117840909,0.215454545,0.047727273,0.227727273
289,69,w560526331,560526331,primary,South Providence Road, , , ,9,25.14480038,-92.3331,38.94191,81.94456066,Zeta Beta Tau at Mizzou,113,0.538440549,0,0.191663365,0.004155936,0.300277454,0.016920615,0.414577694,0.562527558,0.262550623,0.082924756,0.012754322,0.111111111,0,0.33490566,0,0,0.628318584,0.263274336,0.185840708,0.066371681,0.238938053
290,69,w560526331,560526331,primary,South Providence Road, , , ,9,53.38949662,-92.3331,38.94191,150.0861896,Zeta Beta Tau at Mizzou,113,0.706454493,0,0.036953802,0,0.346666681,0,0.308154034,0.860943761,0.047432803,0.020490293,0.005589463,0.222222222,0,0.327830189,0.111111111,0,0.628318584,0.263274336,0.185840708,0.066371681,0.238938053
291,69,w560526331,560526331,primary,South Providence Road, , , ,91,80.91731704,-92.33363263,38.94347639,-1.658439279,Mizzou SHP Department of Physical Therapy,68,0.563001535,0.001949568,0.068346289,0,0.393355903,0.0000435,0.388250844,0.744426451,0.153530928,0.195947286,0.019892309,0.111111111,0,0.169811321,0.277777778,0,0.617647059,0.28125,0.132352941,0.036764706,0.286764706
292,69,w560526331,560526331,primary,South Providence Road, , , ,91,44.94807799,-92.33363263,38.94347639,31.8023745,Mizzou SHP Department of Physical Therapy,68,0.286674287,0.015208382,0.007927382,0.008988035,0.673982331,0,0.335191232,0.772430694,0.183581483,0.117443673,0.003594186,0.148148148,0,0.469339623,0.222222222,0,0.617647059,0.28125,0.132352941,0.036764706,0.286764706
293,69,w560526331,560526331,primary,South Providence Road, , , ,91,50.80131524,-92.33363263,38.94347639,94.43542111,Mizzou SHP Department of Physical Therapy,68,0.10846589,0.003934158,0.099792613,0.025070296,0.749110632,0.000407576,0.171062791,0.85264803,0.157172276,0.020150205,0.009029133,0.388888889,0,0.129716981,0.111111111,0,0.617647059,0.28125,0.132352941,0.036764706,0.286764706
294,69,w560526331,560526331,primary,South Providence Road, , , ,91,87.2261766,-92.33363263,38.94347639,124.2390765,Mizzou SHP Department of Physical Therapy,68,0.419377432,0.536461009,0.008551339,0.035828452,0.502099964,0.059605496,0.034862865,0.815925755,0.183866376,0.011279581,0.068897525,0.222222222,0,0.448113208,0.222222222,0,0.617647059,0.28125,0.132352941,0.036764706,0.286764706
295,69,w560526331,560526331,primary,South Providence Road, , , ,91,126.4176077,-92.33363263,38.94347639,141.0785379,Mizzou SHP Department of Physical Therapy,68,0.303097994,0.0000233,0.233923562,0.016288409,0.405227207,0.004465939,0.368123472,0.58972311,0.137482583,0.195267111,0.002032227,0.111111111,0.090909091,0.285377358,0.111111111,0,0.617647059,0.28125,0.132352941,0.036764706,0.286764706
296,69,w560526331,560526331,primary,South Providence Road, , , ,94,106.0713358,-92.33350878,38.9453275,57.40882506,U Centre on Turner,698,0.390064258,0,0.124935407,0.005208663,0.503597761,0.1453468,0.581122164,0.337543934,0.000906564,0.085588777,0,0.259259259,0,0.235849057,0.185185185,0,0.633237822,0.14004298,0.154727794,0.053724928,0.341690544
297,69,w560526331,560526331,primary,South Providence Road, , , ,94,88.18558521,-92.33350878,38.9453275,85.35109358,U Centre on Turner,698,0.38882638,0,0.066487762,0.023987334,0.615612365,0.075847646,0.572814475,0.451881237,0.014305026,0.103585093,0.0000269,0.111111111,0,0.235849057,0.111111111,0,0.633237822,0.14004298,0.154727794,0.053724928,0.341690544
298,69,w560526331,560526331,primary,South Providence Road, , , ,94,95.20489378,-92.33350878,38.9453275,116.7081052,U Centre on Turner,698,0.391642364,0,0.073900241,0.0000632,0.56930644,0.065383631,0.283492274,0.459724074,0.400284138,0.009409097,0.084238318,0.166666667,0,0.150943396,0.222222222,0,0.633237822,0.14004298,0.154727794,0.053724928,0.341690544
299,69,w560526331,560526331,primary,South Providence Road, , , ,88,72.79008532,-92.33480972,38.94675719,-24.95025663,Taco Bell,65,0.500135747,0.022069811,0.060390838,0.025919624,0.503569449,0.057596197,0.305290655,0.514880642,0.193082005,0.100524302,0.040950209,0.666666667,0.090909091,0.731132075,0.138888889,0.666666667,0.569230769,0.163461538,0.276923077,0.230769231,0.253846154
300,69,w560526331,560526331,primary,South Providence Road, , , ,88,37.61190422,-92.33480972,38.94675719,-64.67689532,Taco Bell,65,0.571558771,0.040039108,0.159043671,0.01352878,0.299560407,0.197827173,0.091016719,0.598569495,0.0953703,0.03332861,0.038719798,0,0,0.306603774,0.333333333,0,0.569230769,0.163461538,0.276923077,0.230769231,0.253846154
301,69,w560526331,560526331,primary,South Providence Road, , , ,88,50.34295362,-92.33480972,38.94675719,-132.2087301,Taco Bell,65,0.574200173,0.037097245,0.128159645,0.001654678,0.308485118,0.127036948,0.063893265,0.531535282,0.475991159,0.068641066,0.037500462,0.222222222,0,0.433962264,0.185185185,0,0.569230769,0.163461538,0.276923077,0.230769231,0.253846154
302,69,w560526331,560526331,primary,South Providence Road, , , ,5,61.9578285,-92.3347299,38.94798,-32.90536759,Clarity Float Spa,110,0.615273533,0.001252043,0.042226146,0,0.394242821,0.027754928,0.406789236,0.407227009,0.126084975,0.083009778,0.051081111,0.361111111,0,0.452830189,0.111111111,0,0.627272727,0.289772727,0.218181818,0.136363636,0.163636364
303,69,w560526331,560526331,primary,South Providence Road, , , ,5,37.01756439,-92.3347299,38.94798,-86.73420073,Clarity Float Spa,110,0.767404697,0,0.041176094,0,0.291887398,0.006896483,0.3839025,0.301906342,0.374253217,0.113475981,0.041474221,0.259259259,0,0.254716981,0.166666667,0,0.627272727,0.289772727,0.218181818,0.136363636,0.163636364
304,70,w904714013,904714013,residential,East Ash Street,Ash,St,65203,8,69.45735856,-92.33335437,38.95382587,78.01959729,Columbia Daily Tribune,113,0.907243683,0.001424235,0.04610655,0.002157678,0.09134708,0.002441728,0.216668823,0.794798043,0.138433485,0.15366303,0.080825521,0.222222222,0,0.811320755,0.111111111,0,0.371681416,0.451327434,0.292035398,0.221238938,0.345132743
305,70,w904714013,904714013,residential,East Ash Street,Ash,St,65203,8,23.40022277,-92.33335437,38.95382587,50.0184058,Columbia Daily Tribune,113,0.824929944,0.011195424,0.109426673,0.00833386,0.172566203,0.005144404,0.023242756,0.633208195,0.277537694,0.078957064,0.004343255,0.194444444,0,0.285377358,0.166666667,0,0.371681416,0.451327434,0.292035398,0.221238938,0.345132743
306,70,w904714013,904714013,residential,East Ash Street,Ash,St,65203,8,35.69884666,-92.33335437,38.95382587,-63.99150196,Columbia Daily Tribune,113,0.78858884,0.209771188,0.097536981,0.017167972,0.21864999,0.040316468,0.01466023,0.578584326,0.450694167,0.292050446,0.023698115,0.222222222,0.090909091,0.235849057,0.222222222,0.333333333,0.371681416,0.451327434,0.292035398,0.221238938,0.345132743
307,70,w904714013,904714013,residential,East Ash Street,Ash,St,65203,8,83.79920896,-92.33335437,38.95382587,-78.39747411,Columbia Daily Tribune,113,0.716590522,0.014318235,0.291086941,0.009394833,0.108701594,0,0.016681339,0.468215327,0.479640054,0.105398895,0.017305838,0.111111111,0.090909091,0.33490566,0.555555556,0.333333333,0.371681416,0.451327434,0.292035398,0.221238938,0.345132743
308,70,w904714013,904714013,residential,East Ash Street,Ash,St,65203,8,133.3218521,-92.33335437,38.95382587,-82.20396925,Columbia Daily Tribune,113,0.73572574,0.015161686,0.279966612,0.107433133,0.086984904,0.003543923,0.021290144,0.649535635,0.397296535,0.055320958,0.087335364,0.333333333,0,0.441037736,0.111111111,0,0.371681416,0.451327434,0.292035398,0.221238938,0.345132743
309,70,w904714013,904714013,residential,East Ash Street,Ash,St,65203,8,183.1088396,-92.33335437,38.95382587,-83.96423464,Columbia Daily Tribune,113,0.841880145,0,0.100820577,0.009535013,0.212589658,0.000106864,0.014366788,0.747941862,0.050020424,0.029672665,0.207203152,0.111111111,0,0.179245283,1,0,0.371681416,0.451327434,0.292035398,0.221238938,0.345132743
