FID,fid_1,full_id,osm_id,highway,name,tiger_name,tiger_na_2,tiger_zip_,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,NEAR_Angle,LocationNa,TotalPosts,sky,wall,building,fence,tree,plant,grass,road,sidewalk,streetlight,signboard,person,bicycle,car,truck,motorcycle,Very Positive,Positive,Neutral,Negative,Very Negative
0,1,w18345794,18345794,residential,North 6th Street,6th,St,65201,22,33.56513217,-92.33113145,38.951464,-114.8164056,Living Canvas Tattoo & Body Piercing,1413,0.658581396,0.08348996,0.289437321,0.05743272,0.15653036,0.013000181,0.000280757,0.744101911,0.239670505,0.285390393,0.016482871,0.296296296,0.090909091,0.377358491,0.111111111,0.333333333,0.547770701,0.306794055,0.161358811,0.127388535,0.304670913
1,1,w18345794,18345794,residential,North 6th Street,6th,St,65201,22,71.56302775,-92.33113145,38.951464,-153.5760937,Living Canvas Tattoo & Body Piercing,1413,0.45714543,0.000204296,0.478720355,0.005593471,0.280838766,0.002256579,0,0.546017896,0.306338304,0.155533513,0.008777204,0.185185185,0,0.066037736,0.166666667,0,0.547770701,0.306794055,0.161358811,0.127388535,0.304670913
2,1,w18345794,18345794,residential,North 6th Street,6th,St,65201,22,118.8258312,-92.33113145,38.951464,-163.7615176,Living Canvas Tattoo & Body Piercing,1413,0.484815202,0.014945716,0.582156397,0,0.068692839,0.26218068,0,0.469943771,0.348595864,0.249199377,0.028723258,0.296296296,0,0.108490566,0.166666667,0,0.547770701,0.306794055,0.161358811,0.127388535,0.304670913
3,1,w18345794,18345794,residential,North 6th Street,6th,St,65201,22,167.7472048,-92.33113145,38.951464,-167.988695,Living Canvas Tattoo & Body Piercing,1413,0.747813093,0.044860495,0.402072126,0.022206219,0.034051325,0.001591783,0.014419219,0.774008173,0.178028899,0.04327618,0.008857821,0.166666667,0,0,0.333333333,0.333333333,0.547770701,0.306794055,0.161358811,0.127388535,0.304670913
4,1,w18345794,18345794,residential,North 6th Street,6th,St,65201,22,217.0454798,-92.33113145,38.951464,-170.5218093,Living Canvas Tattoo & Body Piercing,1413,0.885198318,0,0.111019235,0.263137786,0.166060506,0.017144284,0.091171474,0.668868398,0.259566793,0.113022531,0.009969668,0.222222222,0,0.108490566,0.444444444,0,0.547770701,0.306794055,0.161358811,0.127388535,0.304670913
5,2,w18345884,18345884,residential,Woodson Way,Woodson,Way,65201,19,44.44998879,-92.32711,38.94767,-52.77837276,Insomnia Cookies,12,0.46758732,0,0.521368453,0.289326777,0.239187934,0.050485985,0.149591677,0.278865971,0.056671072,0.000113363,0.003137355,0.111111111,0,0.169811321,0,0,0.666666667,0,0,0.416666667,0.25
6,2,w18345884,18345884,residential,Woodson Way,Woodson,Way,65201,75,25.62898574,-92.32729,38.9472,-177.801602,J Slums,45,0.254501828,0,0.66541001,0.079517999,0.198211682,0.12235728,0.042788319,0.36574769,0.1940763,0.017599547,0.004695955,0.259259259,0.272727273,0.087264151,0.333333333,0,0.488888889,0.425,0.4,0.111111111,0.2
7,3,w18345950,18345950,residential,North 7th Street,7th,St,65201,21,104.2822526,-92.32895,38.95084,140.7275106,Tiger Hotel,1356,0.592568332,0.127013775,0.403454402,0.000343579,0.088339509,0.043237843,0.010477633,0.659620993,0.264916556,0.329998583,0.013369029,0.222222222,0,0.5,0.111111111,0,0.660766962,0.261707227,0.152654867,0.123525074,0.173672566
8,3,w18345950,18345950,residential,North 7th Street,7th,St,65201,22,138.7705473,-92.33113145,38.951464,-116.2864835,Living Canvas Tattoo & Body Piercing,1413,0.316036261,0.004695891,0.600986459,0,0.239972494,0.000771661,0.003928055,0.526276797,0.426123559,0.043616268,0.023355492,0.277777778,0,0.537735849,0.166666667,0,0.547770701,0.306794055,0.161358811,0.127388535,0.304670913
9,3,w18345950,18345950,residential,North 7th Street,7th,St,65201,26,134.3450016,-92.3281715,38.9527316,77.42064042,Pressed,1530,0.377184415,0.001003969,0.508471964,0.001643684,0.255572228,0,0.021898168,0.452179841,0.52814545,0.063539748,0.005864906,0.185185185,0,0.242924528,0,0,0.650326797,0.208333333,0.176470588,0.094771242,0.232352941
10,3,w18345950,18345950,residential,North 7th Street,7th,St,65201,26,131.5373508,-92.3281715,38.9527316,99.07341343,Pressed,1530,0.477917863,0.051780294,0.424745321,0,0.249001197,0.002116164,0.127003456,0.433090482,0.37780306,0.206121581,0.010298855,0.185185185,0,0.186320755,0.111111111,0,0.650326797,0.208333333,0.176470588,0.094771242,0.232352941
11,3,w18345950,18345950,residential,North 7th Street,7th,St,65201,26,146.7400047,-92.3281715,38.9527316,118.8227904,Pressed,1530,0.795700625,0.126669391,0.183271697,0.034539343,0.178017834,0.019208259,0.037013359,0.444502599,0.700617048,0.466402154,0.0000773,0.111111111,0,0.66745283,0.185185185,0,0.650326797,0.208333333,0.176470588,0.094771242,0.232352941
12,3,w18345950,18345950,residential,North 7th Street,7th,St,65201,43,133.6317583,-92.32821465,38.95427229,67.89373223,Breakout CoMo,195,0.623258224,0.000682933,0.494308234,0.00368317,0.102886811,0.076493803,0.007723343,0.512038253,0.252480315,0.018279722,0.022922174,0.388888889,0,0.143867925,0.111111111,0,0.523076923,0.217948718,0.153846154,0.08974359,0.430769231
13,3,w18345950,18345950,residential,North 7th Street,7th,St,65201,43,123.2507526,-92.32821465,38.95427229,89.87252031,Breakout CoMo,195,0.551870942,0.006554985,0.174595659,0.044868711,0.37174756,0.004930675,0.308272425,0.658606804,0.159036345,0.01904492,0.0000907,0.148148148,0,0.462264151,0.296296296,0,0.523076923,0.217948718,0.153846154,0.08974359,0.430769231
14,4,w18346617,18346617,tertiary,East Ash Street,Ash,St,65203,46,189.9562631,-92.33571,38.95222,152.8723717,"Monarch Title Company, Inc.",20,0.635993729,0.003534322,0.002678505,0.001715148,0.319876213,0.01026644,0.562357983,0.283191402,0.205555037,0.056114496,0.001246208,0.166666667,0,0.221698113,0.333333333,0,0.55,0,0.15,0.125,0.525
15,4,w18346617,18346617,tertiary,East Ash Street,Ash,St,65203,46,171.2510047,-92.33571,38.95222,167.6493977,"Monarch Title Company, Inc.",20,0.555801084,0.006934392,0.055036128,0.020677978,0.501352971,0.007125123,0.374018515,0.56415824,0.183169237,0,0.02059771,0.333333333,0,0.188679245,0.111111111,0,0.55,0,0.15,0.125,0.525
16,4,w18346617,18346617,tertiary,East Ash Street,Ash,St,65203,46,167.0790852,-92.33571,38.95222,-175.4053931,"Monarch Title Company, Inc.",20,0.617476419,0.0000467,0.140495217,0.014303895,0.356017701,0.00101894,0.418554797,0.49692917,0.012709814,0,0.021571835,0.185185185,0,0.132075472,0.277777778,0,0.55,0,0.15,0.125,0.525
17,4,w18346617,18346617,tertiary,East Ash Street,Ash,St,65203,8,141.3856118,-92.33335437,38.95382587,84.79561564,Columbia Daily Tribune,113,0.919663704,0.000671258,0.08222841,0,0.126804189,0.00428576,0.551520102,0.48211736,0.08330291,0.209550801,0.005525641,0.166666667,0,0.504716981,0.222222222,0,0.371681416,0.451327434,0.292035398,0.221238938,0.345132743
18,4,w18346617,18346617,tertiary,East Ash Street,Ash,St,65203,8,91.85728092,-92.33335437,38.95382587,81.28540938,Columbia Daily Tribune,113,0.865536607,0,0.0441721,0,0.178937964,0.002416876,0.795141558,0.358275946,0.074384438,0.143035284,0.025599339,0.222222222,0,0.837264151,0.222222222,0,0.371681416,0.451327434,0.292035398,0.221238938,0.345132743
19,5,w18346767,18346767,residential,East Stewart Road,Stewart,Rd,65203,88,168.2110177,-92.33480972,38.94675719,72.2637027,Taco Bell,65,0.462222723,0.002644175,0.053134348,0.009675194,0.545913917,0.091462278,0.435257277,0.332391191,0.13377237,0.014935525,0,0.111111111,0,0.221698113,0.222222222,0,0.569230769,0.163461538,0.276923077,0.230769231,0.253846154
20,5,w18346767,18346767,residential,East Stewart Road,Stewart,Rd,65203,88,128.9722047,-92.33480972,38.94675719,60.17572711,Taco Bell,65,0.623856887,0.086233364,0.052720678,0.00128911,0.497344147,0.058928274,0.201546022,0.269051285,0.138466502,0.000651835,0.001326826,0.259259259,0,0.066037736,0,0,0.569230769,0.163461538,0.276923077,0.230769231,0.253846154
21,5,w18346767,18346767,residential,East Stewart Road,Stewart,Rd,65203,88,96.41319072,-92.33480972,38.94675719,40.58724255,Taco Bell,65,0.615803463,0.134890848,0.129216598,0,0.325567404,0.130395721,0.733978904,0.180388584,0.04834314,0.027008644,0.010325727,0.222222222,0,0.122641509,0.111111111,0,0.569230769,0.163461538,0.276923077,0.230769231,0.253846154
22,5,w18346767,18346767,residential,East Stewart Road,Stewart,Rd,65203,88,81.10989521,-92.33480972,38.94675719,9.389723657,Taco Bell,65,0.689099456,0.29327866,0.045193162,1,0.5239054,0.142716195,0.095754064,0.314640562,0.098042823,0.01861981,0.001837402,0.333333333,0.454545455,0.330188679,0.222222222,0,0.569230769,0.163461538,0.276923077,0.230769231,0.253846154
23,5,w18346767,18346767,residential,East Stewart Road,Stewart,Rd,65203,88,89.76866259,-92.33480972,38.94675719,-24.15761452,Taco Bell,65,0.497064078,0.021888863,0.123118294,0.005412062,0.401739426,0.00076669,0.088627751,0.881401775,0.131987544,0.229842709,0.004433949,0.222222222,0.090909091,0.103773585,0.111111111,0,0.569230769,0.163461538,0.276923077,0.230769231,0.253846154
24,5,w18346767,18346767,residential,East Stewart Road,Stewart,Rd,65203,94,79.64863181,-92.33350878,38.9453275,160.9099387,U Centre on Turner,698,0.561481852,0.076908709,0.193396732,0.232388811,0.287558978,0.045084361,0.00731743,0.755234045,0.28855513,0.055774408,0,0.111111111,0.090909091,0.179245283,0.111111111,0,0.633237822,0.14004298,0.154727794,0.053724928,0.341690544
25,5,w18346767,18346767,residential,East Stewart Road,Stewart,Rd,65203,94,77.56644494,-92.33350878,38.9453275,-162.0176118,U Centre on Turner,698,0.433955663,0.134251693,0.356320348,0.007580734,0.218892273,0.017436298,0.157731081,0.726558775,0.121118215,0.059543715,0,0.222222222,0,0.200471698,0.111111111,0,0.633237822,0.14004298,0.154727794,0.053724928,0.341690544
26,5,w18346767,18346767,residential,East Stewart Road,Stewart,Rd,65203,94,103.8631067,-92.33350878,38.9453275,-134.5964183,U Centre on Turner,698,0.399892364,0.220234065,0.359679868,0.00356223,0.235580373,0.05315511,0.001008018,0.277366967,0.580611992,0.016040811,0.007295862,0.296296296,0,0.179245283,0.111111111,0,0.633237822,0.14004298,0.154727794,0.053724928,0.341690544
27,5,w18346767,18346767,residential,East Stewart Road,Stewart,Rd,65203,65,109.9019355,-92.3319541,38.9449915,174.3546623,Conley Avenue Garage,3,0.427861124,0.221316834,0.301336216,0.001717897,0.259661632,0.055179321,0.149956999,0.710654301,0.271737008,0.122743375,0.028615768,0.111111111,0,0.129716981,0.111111111,0,0,0,1,0,1
28,5,w18346767,18346767,residential,East Stewart Road,Stewart,Rd,65203,65,114.6463282,-92.3319541,38.9449915,-160.0160821,Conley Avenue Garage,3,0.42407532,0.117058721,0.329407374,0.030234981,0.386192504,0.098116452,0.202580255,0.372413403,0.401673699,0.204562845,0,0,0,0.143867925,0.111111111,0,0,0,1,0,1
29,6,w18346997,18346997,residential,South 2nd Street,2nd,St,65203,46,77.42590871,-92.33571,38.95222,-36.87676062,"Monarch Title Company, Inc.",20,0.906942634,0.024486341,0.164211102,0,0.050717102,0.000854915,0.016011582,1,0.069018638,0.249227717,0.093331273,0.277777778,0,0.186320755,0.111111111,0,0.55,0,0.15,0.125,0.525
30,6,w18346997,18346997,residential,South 2nd Street,2nd,St,65203,73,37.25584052,-92.33508825,38.95088209,169.035131,Papa's Cat Caf̩,444,0.952566793,0.00007,0.115935427,0.065678624,0.052163175,0.00428079,0.121027231,0.759452405,0.046521522,0.177242454,0.064399754,0.111111111,0,0.533018868,0.111111111,0,0.662162162,0.22972973,0.175675676,0.112612613,0.189189189
31,6,w18346997,18346997,residential,South 2nd Street,2nd,St,65203,73,15.27626616,-92.33508825,38.95088209,28.36901597,Papa's Cat Caf̩,444,0.932892023,0.148797572,0.092951174,0.208412471,0.064032846,0.002892795,0.000575044,0.65129733,0.002741388,0.144565679,0.003016429,0.407407407,0.318181818,0.25,0.444444444,0,0.662162162,0.22972973,0.175675676,0.112612613,0.189189189
32,7,w18347985,18347985,residential,Turner Avenue,Turner,Ave,65201,91,89.67845441,-92.33363263,38.94347639,125.170462,Mizzou SHP Department of Physical Therapy,68,0.408694289,0.121564908,0.202696267,0.101515322,0.368595708,0.000698347,0.073171763,0.833064546,0.055952236,0.185546266,0.072884721,0.5,0,0.221698113,0.166666667,0,0.617647059,0.28125,0.132352941,0.036764706,0.286764706
33,7,w18347985,18347985,residential,Turner Avenue,Turner,Ave,65201,91,51.52570807,-92.33363263,38.94347639,152.4969494,Mizzou SHP Department of Physical Therapy,68,0.317378613,0.072005604,0.207369502,0.280146337,0.391386608,0.000945626,0.125546397,0.474390905,0.1909038,0.007765339,0.020876511,0.361111111,0.181818182,0.448113208,0.222222222,0,0.617647059,0.28125,0.132352941,0.036764706,0.286764706
34,7,w18347985,18347985,residential,Turner Avenue,Turner,Ave,65201,69,44.00307838,-92.33317741,38.94343612,161.5041548,Lewis Hall,41,0.249879546,0.136957156,0.454135256,0.012616233,0.205944037,0.029282095,0.677703276,0.325977528,0.197809154,0.147824855,0.018263168,0.296296296,0.090909091,0.221698113,0.222222222,0,0.682926829,0.259146341,0.219512195,0,0.182926829
35,7,w18347985,18347985,residential,Turner Avenue,Turner,Ave,65201,69,48.52150723,-92.33317741,38.94343612,-133.2610773,Lewis Hall,41,0.160456084,0.168736867,0.262620978,0.055769796,0.554733549,0.034671292,0.738545427,0.222238996,0.253678375,0.057446507,0.020638018,0.111111111,0,0.278301887,0.111111111,0,0.682926829,0.259146341,0.219512195,0,0.182926829
36,7,w18347985,18347985,residential,Turner Avenue,Turner,Ave,65201,31,25.45632664,-92.332008,38.943836,40.96852259,"Delta Chi, Missouri Chapter",156,0.373798636,0,0.247704451,0.001998257,0.306270819,0.018415474,0.454686986,0.548969352,0.260593162,0.136488593,0.027567744,0.259259259,0,0.25,0.111111111,0,0.621794872,0.190705128,0.365384615,0.048076923,0.221153846
37,7,w18347985,18347985,residential,Turner Avenue,Turner,Ave,65201,31,42.02608898,-92.332008,38.943836,-51.37637659,"Delta Chi, Missouri Chapter",156,0.528560893,0,0.147541881,0,0.308615243,1,0.286408929,0.18766148,0.201890105,0.104293609,0.047134224,0.222222222,0,0.20754717,0.166666667,0,0.621794872,0.190705128,0.365384615,0.048076923,0.221153846
38,7,w18347985,18347985,residential,Turner Avenue,Turner,Ave,65201,58,34.87871206,-92.33083773,38.94327588,146.8723322,The Newman Center,28,0.145849672,0.745210717,0.437772492,0.044643323,0.23175013,0.605742347,0.026621137,0.184490561,0.403310419,0.324047045,0.003701676,0.296296296,0,0.087264151,0.111111111,0,0.714285714,0.151785714,0,0.089285714,0.267857143
39,7,w18347985,18347985,residential,Turner Avenue,Turner,Ave,65201,58,37.26704843,-92.33083773,38.94327588,-125.4118776,The Newman Center,28,0.061317237,0.004879757,0.619931098,0,0.337849227,0.368560487,0.140959257,0.269917169,0.501592854,0.087912711,0,0.166666667,0.090909091,0.228773585,0.222222222,0,0.714285714,0.151785714,0,0.089285714,0.267857143
40,8,w18348035,18348035,residential,Conley Avenue,Conley,Ave,65201,94,51.75733224,-92.33350878,38.9453275,2.959106869,U Centre on Turner,698,0.245810563,0.003490544,0.182947755,0.000923541,0.580927295,0.025216276,0.628312949,0.312278998,0.01954819,0.131387275,0.004470899,0.222222222,0,0.214622642,0.222222222,0,0.633237822,0.14004298,0.154727794,0.053724928,0.341690544
41,8,w18348035,18348035,residential,Conley Avenue,Conley,Ave,65201,107,28.65939791,-92.33279457,38.94457897,148.2729885,TODD,962,0.105335798,0.001400887,0.979590259,0,0.04026846,0.002431787,0.050801721,0.539654112,0.19496777,0.142383449,0.005878342,0.388888889,0,0.087264151,0.111111111,0,0.613305613,0.147998961,0.208939709,0.05977131,0.335239085
42,8,w18348035,18348035,residential,Conley Avenue,Conley,Ave,65201,107,38.3138968,-92.33279457,38.94457897,-116.1744442,TODD,962,0.2286088,0.005930423,0.833294451,0.000011,0.073833042,0.107564013,0.027252839,0.448581965,0.286712759,0.010627746,0.025663161,0.222222222,0,0.349056604,0.277777778,0.333333333,0.613305613,0.147998961,0.208939709,0.05977131,0.335239085
43,8,w18348035,18348035,residential,Conley Avenue,Conley,Ave,65201,65,38.32319223,-92.3319541,38.9449915,-16.55599194,Conley Avenue Garage,3,0.593237103,0.002687952,0.198549898,0.015375862,0.283076477,0.008821285,0.395719646,0.417015093,0.422725596,0.005413065,0.022095847,0.148148148,0,0.320754717,0.277777778,0,0,0,1,0,1
44,8,w18348035,18348035,residential,Conley Avenue,Conley,Ave,65201,18,37.33221613,-92.331402,38.944276,-160.4325721,Sanford F. Conley House,12,0.177419344,0,0.01432248,0,0.882952995,0.146642842,0.222382896,0.287966402,0.186105899,0.19784611,0.016298123,0.222222222,0,0.235849057,0.111111111,0,0.416666667,0.708333333,0,0,0.375
45,9,w18348445,18348445,residential,South 6th Street,6th,St,65201,22,33.56513217,-92.33113145,38.951464,-114.8164056,Living Canvas Tattoo & Body Piercing,1413,0.659791093,0.11684275,0.286877533,0.027862909,0.155480651,0.019998559,0,0.749811959,0.236184811,0.329686836,0.012203438,0.333333333,0,0.320754717,0.111111111,0,0.547770701,0.306794055,0.161358811,0.127388535,0.304670913
46,9,w18348445,18348445,residential,South 6th Street,6th,St,65201,36,33.6187422,-92.33113959,38.95127703,-63.1955093,Pedaler's Jamboree,17,0.22423533,0.030848704,0.76275557,0,0.027118231,0.011858223,0,0.639577965,0.142303124,0.000113363,0,0.296296296,0,0.716981132,0.166666667,0,0.352941177,1,0.176470588,0.147058824,0.088235294
47,9,w18348445,18348445,residential,South 6th Street,6th,St,65201,100,70.3554641,-92.33121,38.95124,-29.79649802,Billiards on Broadway,820,0.29051439,0.370867383,0.635505633,0,0.088229529,0.132254665,0,0.532030738,0.181418371,0.182655519,0.050006214,0.259259259,0,0.051886792,0.111111111,0,0.613414634,0.235823171,0.168292683,0.143292683,0.243292683
48,10,w18348554,18348554,residential,South 7th Street,7th,St,65201,21,104.2822526,-92.32895,38.95084,140.7275106,Tiger Hotel,1356,0.591590952,0.119043311,0.405467537,0,0.084517977,0.048127512,0.007554213,0.641960144,0.2871967,0.37270795,0.009237394,0.5,0,0.589622642,0.111111111,0.333333333,0.660766962,0.261707227,0.152654867,0.123525074,0.173672566
49,10,w18348554,18348554,residential,South 7th Street,7th,St,65201,21,73.72591128,-92.32895,38.95084,114.626544,Tiger Hotel,1356,0.448430795,0.010454121,0.553110191,0.006291625,0.151809933,0.020945427,0.006091234,0.581699381,0.364738545,0.155760238,0.023486495,0.166666667,0,0.158018868,0.111111111,0,0.660766962,0.261707227,0.152654867,0.123525074,0.173672566
50,10,w18348554,18348554,residential,South 7th Street,7th,St,65201,21,70.94386173,-92.32895,38.95084,74.23044957,Tiger Hotel,1356,0.467490407,0.001686902,0.433442526,0,0.20549595,0.025109412,0.040719853,0.472396445,0.418273907,0.269377923,0.059653413,0.222222222,0,0.273584906,0,0,0.660766962,0.261707227,0.152654867,0.123525074,0.173672566
51,11,w18348653,18348653,residential,South 8th Street,8th,St,65201,41,73.37434267,-92.32780285,38.95139395,103.6741688,The District,1927,0.316443846,0.014592575,0.645261172,0,0.035938407,0.023454256,0.002708625,0.713130917,0.20362116,0.089443106,0.000275442,0.194444444,0.090909091,0.221698113,0.166666667,0,0.666320706,0.261351842,0.105864037,0.106382979,0.199273482
52,11,w18348653,18348653,residential,South 8th Street,8th,St,65201,21,39.41905643,-92.32895,38.95084,-137.0246498,Tiger Hotel,1356,0.016093103,0.030711534,1,0.005326854,0.066780712,0.01020431,0,0.274057054,0.209328454,0.634802324,0.007964313,0.111111111,0,0.158018868,0.592592593,0,0.660766962,0.261707227,0.152654867,0.123525074,0.173672566
53,11,w18348653,18348653,residential,South 8th Street,8th,St,65201,21,33.55260712,-92.32895,38.95084,-50.8809258,Tiger Hotel,1356,0.086903717,0.030702778,0.723929438,0.035787223,0.324560706,0.183366925,0,0.339626845,0.341939556,0.682046195,0.004682519,0.305555556,0.090909091,0.143867925,0.111111111,0,0.660766962,0.261707227,0.152654867,0.123525074,0.173672566
54,11,w18348653,18348653,residential,South 8th Street,8th,St,65201,21,75.47687749,-92.32895,38.95084,-19.42937609,Tiger Hotel,1356,0.312932974,0.049614756,0.565588869,0.193413172,0.223307806,0.012678346,0.000148835,0.35699308,0.325623298,0.257729914,0.003859551,0.333333333,0,0.058962264,0,0,0.660766962,0.261707227,0.152654867,0.123525074,0.173672566
55,11,w18348653,18348653,residential,South 8th Street,8th,St,65201,72,77.49016215,-92.32814251,38.94918841,143.3538549,The Missouri Symphony - MOSY,43,0.295757329,0.000525333,0.565866336,0,0.274928704,0.002194449,0,0.453974788,0.469528238,0.056341221,0.024642009,0.148148148,0,0.150943396,0.111111111,0,0.720930233,0.296511628,0.069767442,0.11627907,0.104651163
56,12,w18348757,18348757,residential,South 9th Street,9th,St,65201,41,26.70159123,-92.32780285,38.95139395,-125.0556234,The District,1927,0.487301268,0.108621293,0.472095644,0,0.126451382,0.028935407,0,0.603772782,0.261002578,0.103840159,0.009066083,0.472222222,0.181818182,0.066037736,0,0,0.666320706,0.261351842,0.105864037,0.106382979,0.199273482
57,12,w18348757,18348757,residential,South 9th Street,9th,St,65201,29,17.3303872,-92.32738,38.95114,68.06881897,Aladdin Columbia,155,0.065030871,0.155764067,0.722840274,0.000011,0.304095175,0.00022367,0,0.217206625,0.129802735,0.150999008,0.005038579,0.277777778,0,0.136792453,0,0,0.516129032,0.178225806,0.077419355,0.612903226,0.193548387
58,13,w18349255,18349255,residential,Locust Street,Locust,St,65201,86,86.86879342,-92.33395213,38.94882784,165.4663324,Columbia Chamber of Commerce,61,0.732089773,0.000160518,0.039727557,0,0.268186713,0.005640205,0.239578392,0.722004569,0.199391159,0.069207879,0.050499995,0.194444444,0,0.313679245,0.222222222,0,0.672131148,0.418032787,0.098360656,0.12295082,0.073770492
59,13,w18349255,18349255,residential,Locust Street,Locust,St,65201,82,72.36161076,-92.33287812,38.94928426,116.2382475,Flat Branch Creek,54,0.708930937,0.000980621,0.110029003,0.003606209,0.359290967,0.071169221,0.331320681,0.306616168,0.460253177,0.120532804,0.000789377,0.259259259,0,0.702830189,0.333333333,0.333333333,0.611111111,0.354166667,0.222222222,0.185185185,0.111111111
60,14,w18349283,18349283,residential,South 4th Street,4th,St,65201,78,45.49341261,-92.3327481,38.9519901,26.63785524,"Second Missionary Baptist Church - Columbia, MO",48,0.795187878,0.001392132,0.19414999,0.057539917,0.107593627,0.024706806,0.030040109,0.886922287,0.099896514,0.279835624,0.013526904,0.185185185,0,0.632075472,0.333333333,0.333333333,0.604166667,0.088541667,0.0625,0.208333333,0.375
61,14,w18349283,18349283,residential,South 4th Street,4th,St,65201,38,18.00806305,-92.33279204,38.95121517,75.04840519,Blue Bell Farm,1862,0.632397628,0.193398319,0.359967459,0.025166499,0.111634575,0.02807055,0,0.757191928,0.073968418,0,0.000839763,0.222222222,0,0.384433962,0.166666667,0,0.699785177,0.378893663,0.099892589,0.076530612,0.087003222
62,14,w18349283,18349283,residential,South 4th Street,4th,St,65201,11,29.50336662,-92.33268,38.95082,68.55292785,The Broadway Diner,1158,0.525217728,0.032162036,0.115631731,0.004702914,0.489095649,0.052408302,0.059046831,0.594969624,0.266670251,0.219753436,0.007739257,0.111111111,0,0.367924528,0,0,0.66148532,0.218372193,0.191709845,0.107944732,0.193005181
63,14,w18349283,18349283,residential,South 4th Street,4th,St,65201,28,55.38390479,-92.3323883,38.95014092,105.270458,Flat Branch Pub & Brewing,1550,0.672142381,0.055224142,0.057980598,0,0.43226758,0.047015376,0.105194081,0.556222297,0.223213688,0.193283265,0,0,0,0.20754717,0.222222222,0,0.616129032,0.264596774,0.176129032,0.180645161,0.192580645
64,14,w18349283,18349283,residential,South 4th Street,4th,St,65201,82,60.81596698,-92.33287812,38.94928426,168.8905509,Flat Branch Creek,54,0.503375813,0.06892657,0.228284482,0.000398552,0.477782412,0.05690282,0.002091298,0.513828546,0.329573123,0.087771008,0.009815151,0.111111111,0.090909091,0.009433962,0.222222222,0,0.611111111,0.354166667,0.222222222,0.185185185,0.111111111
65,15,w18349284,18349284,residential,South 4th Street,4th,St,65201,94,77.15199161,-92.33350878,38.9453275,-163.0548341,U Centre on Turner,698,0.287506641,0.688267569,0.65634745,0.003617203,0.127304543,0.020298027,0.090091576,0.473814314,0.170497157,0.093439138,0.032592886,0.37037037,0,0.228773585,0,0,0.633237822,0.14004298,0.154727794,0.053724928,0.341690544
66,15,w18349284,18349284,residential,South 4th Street,4th,St,65201,94,31.56244442,-92.33350878,38.9453275,-138.9873498,U Centre on Turner,698,0.241310625,0.035468714,0.322515319,0.000505749,0.485836539,0,0.418822023,0.378422055,0.200691101,0.008955647,0,0.333333333,0,0.221698113,0.111111111,0,0.633237822,0.14004298,0.154727794,0.053724928,0.341690544
67,15,w18349284,18349284,residential,South 4th Street,4th,St,65201,94,32.27991176,-92.33350878,38.9453275,-35.83610804,U Centre on Turner,698,0.054897592,0.008002568,0.816241009,0.021161738,0.273624733,0.018212929,0.263302323,0.282741169,0.068153582,0.062094374,0.004813522,0.185185185,0,0.080188679,0,0,0.633237822,0.14004298,0.154727794,0.053724928,0.341690544
68,16,w18349285,18349285,residential,South 4th Street,4th,St,65201,94,51.75733224,-92.33350878,38.9453275,2.959106869,U Centre on Turner,698,0.242470835,0.000992295,0.144604774,0,0.655697888,0.069756374,0.389809381,0.382688298,0.17032358,0.055150914,0.013919913,0.222222222,0,0.143867925,0.111111111,0,0.633237822,0.14004298,0.154727794,0.053724928,0.341690544
69,16,w18349285,18349285,residential,South 4th Street,4th,St,65201,107,79.93521346,-92.33279457,38.94457897,81.07681031,TODD,962,0.183553748,0.003157833,0.141604628,0,0.589857451,0.033070811,0.644132568,0.100587564,0.011467416,0.081932833,0,0.333333333,0,0.087264151,0.148148148,0,0.613305613,0.147998961,0.208939709,0.05977131,0.335239085
70,16,w18349285,18349285,residential,South 4th Street,4th,St,65201,91,61.58827429,-92.33363263,38.94347639,168.4738753,Mizzou SHP Department of Physical Therapy,68,0.026931581,0.002542027,0.048785056,0.029698997,1,0.048777396,0.171832334,0.137905052,0.020204765,0.003202494,0.001887787,0.111111111,0,0.235849057,0,0,0.617647059,0.28125,0.132352941,0.036764706,0.286764706
71,17,w18349366,18349366,residential,East Walnut Street,Walnut,St,65201,46,104.7229644,-92.33571,38.95222,124.7682084,"Monarch Title Company, Inc.",20,0.790085153,0,0.128380514,0.056080392,0.185018985,0.038124505,0.238962757,0.348316281,0.172201799,0.04285107,0.011313289,0.333333333,0,0.172169811,0.333333333,0,0.55,0,0.15,0.125,0.525
72,17,w18349366,18349366,residential,East Walnut Street,Walnut,St,65201,46,68.65976399,-92.33571,38.95222,148.3533194,"Monarch Title Company, Inc.",20,0.982618844,0.156514126,0.070193772,0.0270768,0.070869027,0.004955527,0.153956934,0.731408259,0.206753097,0.503811818,0.074003285,0.148148148,0.090909091,0.25,0.185185185,0,0.55,0,0.15,0.125,0.525
73,17,w18349366,18349366,residential,East Walnut Street,Walnut,St,65201,46,58.54403566,-92.33571,38.95222,-166.1962304,"Monarch Title Company, Inc.",20,1,0.016758113,0.06664053,0.019713207,0.073015814,0.0000733,0.377154194,0.490721005,0.137795777,0.140031175,0.027288942,0.222222222,0,0.858490566,0,0,0.55,0,0.15,0.125,0.525
